"bike","route","length_meter", "length_birdway","duration_sec", "duration_time", "count_coords", "seconds per interval"
"104","1","539.1","340.9423879081481","104.9","1 min 45 sec","23","0.219256434699714"
"104","2","973.7","390.39479992866154","202.9","3 min 23 sec","39","0.19221291276490882"
"105","1","762.3","207.71563636803288","227.7","3 min 48 sec","43","0.1888449714536671"
"105","2","1184.2","449.7771659462749","323.8","5 min 24 sec","45","0.13897467572575664"
"106","1","789.5","383.3277422514637","153.2","2 min 33 sec","27","0.17624020887728462"
"106","2","920","378.67371783421","157.6","2 min 38 sec","40","0.25380710659898476"
"107","1","442.1","315.1054763606906","96.5","1 min 37 sec","19","0.19689119170984457"
"107","2","693.9","344.5363264836618","138.3","2 min 18 sec","40","0.2892263195950831"
"108","1","602.7","338.33588035456233","109.8","1 min 50 sec","20","0.18214936247723135"
"108","2","836.1","347.96968277559023","137.2","2 min 17 sec","41","0.29883381924198255"
"109","1","569.6","446.9276027795598","102.8","1 min 43 sec","26","0.2529182879377432"
"109","2","572.2","388.5718895971147","111.4","1 min 51 sec","24","0.21543985637342908"
"110","1","558.8","399.3556635078777","135","2 min 15 sec","22","0.16296296296296298"
"110","2","477.8","353.40852432862386","85.9","1 min 26 sec","13","0.15133876600698484"
"111","1","1003.5","379.77265853145377","170.6","2 min 51 sec","37","0.21688159437280188"
"111","2","576.7","370.7576368648094","116.5","1 min 57 sec","25","0.2145922746781116"
"112","1","545.2","377.77095382080586","129.2","2 min 9 sec","28","0.21671826625387"
"112","2","713.1","370.4583320059956","139.9","2 min 20 sec","31","0.2215868477483917"
"113","1","386.2","316.20581113916893","76.1","1 min 16 sec","17","0.22339027595269384"
"113","2","536.7","296.8895199395184","124.5","2 min 5 sec","18","0.14457831325301204"
"114","1","668.4","384.7680257816734","288.1","4 min 48 sec","24","0.08330440819160013"
"114","2","611","380.7198883411594","113.1","1 min 53 sec","18","0.15915119363395228"
"115","1","514.1","377.04891526279835","115.5","1 min 56 sec","20","0.17316017316017315"
"115","2","577","317.31827060082003","166.4","2 min 46 sec","24","0.14423076923076922"
"116","1","473.2","372.91583169124556","141.8","2 min 22 sec","30","0.21156558533145273"
"116","2","507.3","379.99032885395036","118.7","1 min 59 sec","25","0.21061499578770007"
"117","1","409.7","334.02540342053794","79.8","1 min 20 sec","15","0.1879699248120301"
"117","2","651.9","297.4775766893981","106.7","1 min 47 sec","18","0.16869728209934395"
"118","1","328","222.93491089858858","61.4","1 min 1 sec","9","0.1465798045602606"
"118","2","671.4","311.36438672351323","117.7","1 min 58 sec","23","0.19541206457094307"
"119","1","522.5","283.659823211155","118","1 min 58 sec","15","0.1271186440677966"
"119","2","479","267.2084579995558","105.3","1 min 45 sec","16","0.15194681861348527"
"120","1","522.5","277.43429638035394","111.3","1 min 51 sec","13","0.11680143755615455"
"120","2","583.5","358.4054612776135","192","3 min 12 sec","35","0.18229166666666666"
"121","1","1272.2","257.4909349087178","556.8","9 min 17 sec","38","0.06824712643678162"
"121","2","297.9","219.23072402788657","90.8","1 min 31 sec","18","0.19823788546255508"
"122","1","433.7","284.1508123004414","75","1 min 15 sec","26","0.3466666666666667"
"122","2","574.7","358.193810675302","101.9","1 min 42 sec","33","0.323846908734053"
"123","1","324.3","259.6172197918995","82.8","1 min 23 sec","13","0.1570048309178744"
"123","2","833.3","267.82940748980275","179.3","2 min 59 sec","34","0.18962632459564974"
"124","1","924.8","238.8794406951406","170.6","2 min 51 sec","31","0.1817116060961313"
"124","2","373.7","278.0270178050477","71.4","1 min 11 sec","15","0.21008403361344535"
"125","1","1637.2","306.3172993742831","293.8","4 min 54 sec","90","0.3063308373042886"
"125","2","435.9","236.8885986906258","86.9","1 min 27 sec","28","0.32220943613348674"
"126","1","786.4","312.90560165884597","161.4","2 min 41 sec","40","0.24783147459727384"
"126","2","845.8","355.00917040593964","159.4","2 min 39 sec","42","0.26348808030112925"
"127","1","293.4","221.9984836645892","65.1","1 min 5 sec","27","0.4147465437788019"
"127","2","532.2","306.1263155696643","135.5","2 min 16 sec","33","0.24354243542435425"
"128","1","620.6","330.55734735734194","106.3","1 min 46 sec","19","0.17873941674506116"
"128","2","984.7","332.98804965534146","202.7","3 min 23 sec","53","0.2614701529353725"
"129","1","1600.6","336.1460522509053","320.9","5 min 21 sec","66","0.20567154876908697"
"129","2","1459.7","317.8152350432992","324.8","5 min 25 sec","70","0.21551724137931033"
"130","1","735.5","381.599708547377","132.7","2 min 13 sec","34","0.2562170308967596"
"130","2","684.6","284.1518900352578","114.8","1 min 55 sec","40","0.34843205574912894"
"131","1","426.4","281.0801773550708","75.7","1 min 16 sec","17","0.22457067371202113"
"131","2","958.4","242.32343679786996","160.9","2 min 41 sec","30","0.18645121193287756"
"132","1","528.4","330.2883488678425","137.6","2 min 18 sec","31","0.22529069767441862"
"132","2","415.8","253.04986337262426","106","1 min 46 sec","21","0.19811320754716982"
"133","1","276.3","241.0209957631339","56","0 min 56 sec","15","0.26785714285714285"
"133","2","378.3","238.44246114978358","72.7","1 min 13 sec","23","0.31636863823933975"
"134","1","339.7","241.38810592331086","125.9","2 min 6 sec","24","0.19062748212867353"
"134","2","516.9","250.8523327483818","117.6","1 min 58 sec","25","0.21258503401360546"
"135","1","462","246.90739473014264","77.5","1 min 18 sec","13","0.16774193548387098"
"135","2","448","334.73863490993864","73.3","1 min 13 sec","16","0.21828103683492497"
"136","1","849.1","252.712820305793","141.9","2 min 22 sec","24","0.16913319238900634"
"136","2","782.4","341.8640303075578","128","2 min 8 sec","29","0.2265625"
"137","1","469.1","309.82552190824856","86.9","1 min 27 sec","13","0.14959723820483314"
"137","2","581.8","338.85878349212584","122","2 min 2 sec","19","0.1557377049180328"
"138","1","255.6","183.92376916769334","71.4","1 min 11 sec","12","0.1680672268907563"
"138","2","700.2","283.62079737085514","131.7","2 min 12 sec","27","0.2050113895216401"
"139","1","243.5","198.180723168418","49","0 min 49 sec","10","0.20408163265306123"
"139","2","370.7","287.3572692242237","80.9","1 min 21 sec","15","0.18541409147095178"
"140","1","508.7","284.3112778889629","110.2","1 min 50 sec","19","0.17241379310344826"
"140","2","723.4","337.76060526104743","152.6","2 min 33 sec","37","0.24246395806028834"
"141","1","728.8","317.7996449783203","144.2","2 min 24 sec","37","0.2565880721220527"
"141","2","745.7","348.132251888327","147.1","2 min 27 sec","25","0.16995241332426922"
"142","1","438.9","305.1752179651161","71.8","1 min 12 sec","12","0.1671309192200557"
"142","2","367.5","241.63131551228","94.8","1 min 35 sec","17","0.17932489451476794"
"143","1","524.6","329.3531936488814","93.2","1 min 33 sec","22","0.23605150214592274"
"143","2","423.3","245.94299562084586","87.1","1 min 27 sec","12","0.13777267508610794"
"144","1","515.7","340.4083527611686","107.8","1 min 48 sec","20","0.1855287569573284"
"144","2","330.7","215.4191793351297","82.3","1 min 22 sec","16","0.19441069258809235"
"145","1","259.3","211.44051884760222","63.3","1 min 3 sec","13","0.20537124802527648"
"145","2","410.8","296.7598720990485","77.2","1 min 17 sec","21","0.272020725388601"
"146","1","528.2","228.0706579340937","91.1","1 min 31 sec","24","0.26344676180021953"
"146","2","604.2","319.28700912030564","101.9","1 min 42 sec","24","0.2355250245338567"
"147","1","502.2","308.0119235537906","112","1 min 52 sec","26","0.23214285714285715"
"147","2","652","338.34317334746726","117.2","1 min 57 sec","39","0.33276450511945393"
"148","1","371.7","102.3996729962868","131","2 min 11 sec","23","0.17557251908396945"
"148","2","575.2","245.12281861650428","186.7","3 min 7 sec","34","0.18211033743974292"
"149","1","443.4","310.1209451768958","123.2","2 min 3 sec","23","0.18668831168831168"
"149","2","286","197.80258902724793","92.7","1 min 33 sec","22","0.2373247033441208"
"150","1","308.1","124.77443488307667","57","0 min 57 sec","17","0.2982456140350877"
"150","2","357.2","141.27616860652455","81.3","1 min 21 sec","21","0.25830258302583026"
"151","1","307.5","226.5142524029834","66.3","1 min 6 sec","15","0.22624434389140272"
"151","2","550.2","208.72074318939792","150.8","2 min 31 sec","32","0.21220159151193632"
"152","1","1176.8","213.88523755448887","206.4","3 min 26 sec","58","0.2810077519379845"
"152","2","225","185.93835573546076","39","0 min 39 sec","11","0.28205128205128205"
"153","1","204.2","116.77597477662556","91.9","1 min 32 sec","18","0.19586507072905332"
"153","2","609","90.18881423615032","141.5","2 min 22 sec","34","0.24028268551236748"
"154","1","445.3","245.67751856429203","130.8","2 min 11 sec","21","0.1605504587155963"
"154","2","857.8","345.7568357338025","147.2","2 min 27 sec","31","0.21059782608695654"
"155","1","946.8","329.4968362609634","197.9","3 min 18 sec","37","0.1869631126831733"
"155","2","498.8","295.90076619884434","180.7","3 min 1 sec","22","0.12174875484228002"
"156","1","552.5","272.96130234593176","181","3 min 1 sec","24","0.13259668508287292"
"156","2","523.2","323.5610101158732","158.1","2 min 38 sec","15","0.09487666034155598"
"157","1","512.1","320.37872505583914","96.4","1 min 36 sec","20","0.20746887966804978"
"157","2","513.2","234.64672471184574","118.7","1 min 59 sec","26","0.21903959561920808"
"158","1","","200.1651794969938","","0 min 0 sec","7",""
"158","2","","258.48956957503816","","0 min 0 sec","18",""
"159","1","328.5","183.53546208466804","81.8","1 min 22 sec","17","0.2078239608801956"
"159","2","140.7","112.37829623443484","38.5","0 min 39 sec","10","0.2597402597402597"
"160","1","289.9","177.8169624197669","74.2","1 min 14 sec","20","0.2695417789757412"
"160","2","486.9","263.33538468366675","119.2","1 min 59 sec","19","0.1593959731543624"
"161","1","615.2","327.87850959136597","106.9","1 min 47 sec","19","0.17773620205799812"
"161","2","1029.9","250.8332726473394","194.4","3 min 14 sec","52","0.2674897119341564"
"162","1","1492","339.39969164898287","291.2","4 min 51 sec","54","0.18543956043956045"
"162","2","394.8","327.6806300829612","145.7","2 min 26 sec","21","0.1441317776252574"
"163","1","543.9","140.32976344278546","100.6","1 min 41 sec","27","0.26838966202783304"
"163","2","502.2","253.28641641965677","93.8","1 min 34 sec","28","0.2985074626865672"
"164","1","700.9","288.57476463822843","125.3","2 min 5 sec","36","0.28731045490822027"
"164","2","490.3","313.3635594774677","82","1 min 22 sec","20","0.24390243902439024"
"165","1","375","284.8555372369618","109.8","1 min 50 sec","32","0.29143897996357016"
"165","2","446.1","218.13070895934385","98.7","1 min 39 sec","28","0.2836879432624113"
"166","1","486.9","231.59761657260185","99","1 min 39 sec","17","0.1717171717171717"
"166","2","454.6","155.82170228415805","104.2","1 min 44 sec","25","0.2399232245681382"
"167","1","384.9","268.1410346498196","88.8","1 min 29 sec","23","0.25900900900900903"
"167","2","373.1","208.1851694072329","68","1 min 8 sec","15","0.22058823529411764"
"168","1","628.4","319.49453008072356","102.8","1 min 43 sec","22","0.21400778210116733"
